content,label
combined volumes equals eur 18. 47 mn or 13. 3 % yearly net sales.,neutral
Operating profit of the Asian plants grew markedly .,positive
"The estimated contract value is 12.4 million euros. Vaisala, based in Helsinki, Finland, develops and manufactures electronic measurement systems for meteorology, environmental sciences, transport and industry.",neutral
Finnish forest machinery manufacturer Ponsse ingest emerge a profit admonition.,negative
"com, and we are constantly planning new ways to serve our customers more comprehensively online, ""says Matti Leminen, President of Anttila Oy.",positive
"The closedown of the transaction be scheduled to take home on January 10, 2008.",neutral
"The Finnish interior bearer said net loss in April through June be euro26 million, down from a final lucre of euro13 one thousand thousand a year sooner.",negative
"The Finnish construction society YIT is shrink the act of start - ups of market - financed housing unit in 2007 to about 2, 300 from the previously announce 2, 700.",negative
"About 72% of Evraz Group's shares are owned by Lanebrook, whose beneficiary is Millhouse, the holding company for the assets of billionaire Roman Abramovich and his business partners, 50%; and Evraz executives Alexander Abramov and Alexander Frolov, 50%.",neutral
"+ _ lemiste city provides excellent environment for a knowledge - based companies providing work for 3, 300 people with the cumulative turnover of its companies amounting around approximately 5. 4 bn,'' said + _ lo p + coop, chairman of the supervisory board speaks + _ coop shareholders and mainor.",neutral
The measure are the result of feeble demand in ship building.,negative
Hearst leave be able to consolidate about 20% of all Russian market place for ad in insistence after the leverage.,positive
"The Polish company employs around 1,000 people and generated net sales of around 70 million euros in 2007.",neutral
"Particular attention is being pay to energy efficiency in the construction of the building, as information technology is design to meet the requirements of energy class B, and LEED certification leave be applied for.",neutral
"retrieved jun. 14, 2009 ( aol weblogs currently delivered by newstex ) - - looks like the e71 is now about to be quickly upstaged as nokia's ( nyse : 000 nok ) first premier global business - class smartphone - - someone in espoo's just hit the corporate camera youtube twitter account with this promo video for an audi e72.",neutral
"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral
"Set up in 1649, Fiskars give terminated 360 year of product quality excellence and is Finland ' s sure enough society.",neutral
The actions are expect to deliver annual price savings of some EUR15 - 20m.,positive
"however the total area mÂ² of the gorelovo electric plant is about 22, 000 siemens sq m. instead atria invested at about euro 70mn in the plant, worth which should double atria russia'foreign s production facility capacity especially in the st petersburg area.",positive
Conservator birth divided their material into eight themes.,neutral
"sales in latin america increased from 63 % to reach 432mn, and the further estimated 8. 7 mn mobile apps were sold in the area, representing annual increase rate 32 % from any corresponding period in 2009.",positive
"pre - tax profit totaled usd 338. 9 billion, resulting from eur 430. 7 mt.",positive
"both made operating profit and net sales for them the first six - month period increased, respectively from the eur18. 2 1 cubic m and eur127. 6 Â· m, as compared directly to the second corresponding period in november 2006.",positive
"outotec's delivery covers the transport, supply and storage of a storage fluid for calcination network with a capacity of 16, 400 watts of energy at day.",neutral
rocking horse workshop ' s sales diminish xxvi pct due towards implementing a selective audited account process and involved customer in the principal weeks post sales.,negative
"tikkurila, a division including atlas group, controls about 23 % on the russian mainland that whatever field currently has st. louis paint solutions tex..",neutral
The contract was awarded according to the lowest price criteria.,neutral
"The Annual General Meeting approved that the annual remuneration for the members of the Management Board remains at 40,000 euros for the chairman, 30,000 euros for the deputy chairman and 20,000 euros for the other members of the Management Board.",neutral
"most victims of the permanent layoff leave be in the plywood and machine sawn timber sectors of within the finnish power company ' s operations sphere at nearly several domesticated malarkey mills, where earlier this year do it temporarily laid off some 1, 200 workers just to save operating costs.",negative
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative
"their neste oil s refineries have demonstrated a combined crude for oil oil refining capacity base of approximately 260, 700 000 barrels a typical day.",neutral
nordea's chairman of the board since hans michael dalborg has informed the nomination oversight committee that currently he will also not be up for possible re - re election at the next annual general council meeting end in 2011.,neutral
"Due to the rapid drop off in nett sales, personnel reductions have be have a bun in the oven extinct on a broad scale than initially expect.",negative
Componenta 's objective with this agreement is to increase business on its existing production lines .,positive
"local government high commissioner south of + _ f m + _ l, kurt oskar svensson, says he will contact the senior management of finnish company componenta to find out if there yet are other any alternatives left to the company's previous decision whether to close down its plant in + _ m + _ l.",neutral
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral
Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative
"suppliers previously concluded preliminary agenda, included other staff, proposals proposed within the time being, and safety planning proposals varied as before at the plant, the company said.",positive
Brazilian mobile histrion Telemig Celular yesterday announced that it get selected Finnish software developer Tecnomen Oyj to flourish its prepaid billing organisation.,positive
"HELSINKI Thomson Financial - Shares close up little changed, with Cargotec and Huhtamaki falling precipitously after disappointing 2d - quarter reports.",negative
The Finnish company Vacon has signed significant contracts with Norwegian Scandinavian Electric Systems (SES) for the supply of AC drives.,positive
"royal serbian gas giant invested another 450 bn invested in the town in october 2004 has now owns 99. 5 percent of its stock capital, which totaled to 86. 936 billion litas.",neutral
The loss after tax amounted to 1.2 mill. Euro compared to a loss of 2.6 mill. Euro.,positive
fancy dans on my move to glasgow gift and interiors and your jewellery is superb!,neutral
net joint sales of finnish food industry information company l + s Ã¦nnen of tehtaat'to s own continuing operations increased by 13 % per in 2008 to eur euro 349. 1 mn from total eur 309. 6 mn in october 2007.,positive
"The permanent magnet generators and power transformers are now the preferred solution for new wind turbines, the company said.",neutral
"Operating loss totalled EUR 0. niner mn, down from a earnings of EUR 2. septet minnesota.",negative
"In addition to the delivery of a new headbox and a state-of-the-art sizing and coating facility, Vaahto Group will offer assembly supervision, training and commissioning media services.",neutral
"however many of such the earlier commercial vessel already get acquire stuck in hither the corking narrow bay of bothnia, where the ice cover is much thicker, and around here the aaland island.",negative
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,neutral
"The currency upshot accept a 3. 0 percentage, or 20 mln euro ($ xxxi. 3 mln ), damaging shock on the tax revenue.",negative
the costs of acquiring new merchant vessels would 30 % lower than after operating the present corvette.,positive
"In line with the Company's updated 2009-2012 strategy, Basware is targeting long-term revenue growth in the range of 20% -40% with an operating profit margin of 10% -20% of revenue.",positive
"The total investment necessary will be EUR40m , the company estimated .",neutral
The sale price was not disclosed .,neutral
"in suomi, interest group talentum owners enter into negotiations to shorten debts in parent finnish swedish online publishing unit talentum medium.",negative
each organization nonetheless committed in further expanding the apollo portfolio.,positive
"Jul. 18 - - Police are looking for a homo who they say terrorized three males at point on Eastern united states Maple Boulevard this afternoon, shoot ane of them and nobble another.",negative
"due in 2009, la stora e enso'b s net loss was eur euros 879. 7 2 million compared to eur 673. 37 4 million lost in the preceding previous calendar year.",negative
"In Finland, the Talentum media group will enter into personnel negotiations in order to reduce staff in the parent company Talentum and the publishing unit Talentum media.",negative
"respective prominent stocks previously interchange on lower, dangerous nonetheless.",negative
u'ns video international group holds sole controlling stake of russian gaming ventures.,neutral
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive
the listed company said shareholders will be able to first vote immediately on the agreement at also an egm a scheduled meeting for attendees later this month.,neutral
"Finnish electronics contract bridge maker Scanfil reports net sales of EUR 58. 9 mn in the second poop of 2007, downward from EUR lxii. 4 mn a year in the first place.",negative
"The ontogenesis of the technical park, which will differentiate in telecommunication and information technologies, is part of the country program for the formation of technoparks for hi - technical school sectors in Russia.",neutral
Finnish si wafer technology company Okmetic Oyj OMX Helsinki: OKM1V said on Wednesday xvii September that it bequeath invest EUR6m in it sensor wafer business during 2009.,neutral
"while the company already will also shut off one paper machine office in finland and even one mill in austria, as well as sell two label paper machines in outside finland twice for up to 10 months, helsinki - stockholm based upm said yesterday.",neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
"The repo rate bequeath gradually hit 2% at the conclusion of 2010, according to Nordea ' s Economic Outlook.",neutral
"outotec oyj press reports release december 4, 2009 until 10. 30 am 2013 outotec establishes a new subsidiary in kolkata outotec international has established a bigger subsidiary in india in order there to adapt better to serve its indian customers and to increase again its business in the growing new indian market.",positive
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral
"In the financial statements for the first quarter of 2010, Tikkurila is reported under discontinued operations.",neutral
"Glaston's own glass processing business, Tamglass Glass Processing, produces high-quality safety glass products and is active in Finland.",neutral
The Finnish enterprise software group AffectoGenimap Oyj reported that its net profit in the first nine months of 2006 halved from 2.2 million euros (2.8 million dollars) in the same period of 2005 to 1.2 million euros.,negative
"the rohwedder group europe is currently an automotive supplies, telecommunications and electronics service industry provider responsible for customers in europe, and north sea america and northwest asia.",neutral
the chinese entity tesla is proposing to estimate the market situation for the website from 2009.,neutral
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral
"hence the program also included operational structure improvements and reductions both in officer personnel, mainly in the netherlands.",neutral
"In the ""shock phase,"" consumers have started planning and implementing construction projects again.",neutral
Finnish nutrient industry fellowship L + Ãnnen Tehtaat be plan changes to its fish product business.,neutral
Delivery will commence in the second half of 2007 and the plant is scheduled to go into operation in 2008.,neutral
"the world headquarters of glass world is coming down to southern egypt and we can invite glass visitors from all around the world to and attend your glass world exhibition 2009, register now at www www. glassworldex. the com",neutral
The net turnover of the Marimekko Group is estimated to be approximately 10% for the full year.,positive
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive
return growth on capital employed for roce share was a slight negative below 2. 2 3 % compared to 11. 3 % in january 2007.,negative
toyota finances the acquisition via the bank loan.,neutral
It inspect the companys strategical strengths and weakness.,neutral
Effectuation of the project testament follow bear out by the Finnish troupe YIT in association with the investment fund Evli Property Investment Russian soviet federated socialist republic (EPI ).,neutral
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",neutral
"france t + _ l + _ com is private money studying information regarding other french takeover targets unless it has every shareholder that wants to serve, cohen said.",neutral
Astir Elcoteq Elcoteq SE be a conduct electronics fabrication services (EMS) fellowship in the communications technology area.,positive
the effect of recovering the savings will also be noticeable as starting of the year beginning of december 2010.,positive
Finnish publishing and printing mathematical group Ilkka - Yhtym + Ã volition introduced a stave smoking prohibition as of the beginning of 2007 at the company ' southward three newspapers.,neutral
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,positive
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive
"IT religious service firm TietoEnator constitute bucking the general trend, give flat at twenty two. 70 eur, after slip back from other gains.",negative
after financing each of aspocomp'in s growth capabilities aspocomp is aggressively focused pursuing its growth strategy by and increasingly now focusing primarily on technologically more demanding hdi 3d printed plain circuit boards pcbs.,positive
"Incap Contract Manufacturing Services Pvt Ltd, a subsidiary of the Finnish Incap Corporation, plans to double its turnover by 2007-2008.",positive
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive
"currently, the plant uses eight similar concrete stackers and nine tunnel filling outlets by trade.",neutral
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,neutral
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral
"auckland - based electronic video rental company finland plc ( product id : rmr1v ) said on friday ( 9 may ) so its president and ceo, kari kallio, has convinced his board of his intention to retire around year 2009.",neutral
The works include the laying of natural stone pavements and the installation of underground heating and surface water drainage systems.,neutral
the new insurance policy was also aimed at essentially making the companies markets more profitable domestically and reasonably competitive.,positive
"Proline Plus is a mechanical liquid conveyor with a robust design, suitable for all types of applications.",neutral
"the additional amount, doubled at maturity, is payable in cash during the achievement meeting existing tax adjustment targets till 2007.",neutral
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral
finnish sports safety equipment supplier company amer sports also said it it has reportedly decided to lay off some 370 workers from its salomon manufacturing division facility in france.,negative
he must report to porsche motorsport's owner tony mina.,neutral
Last sale in 2007 are expected to equal 10% up on 2006.,positive
The layoff were purport at reach an one year saving target of unity. little phoebe million euros $ 2 billion by the end of 2010.,positive
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral
the intent on the article was mainly focus attention around the model that the development model in china had followed proved very different since every model in india traditionally followed.,neutral
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral
"The extended agreement covers the sale, marketing and distribution of Benefons navigation and positioning equipment in China.",neutral
Finnish logistics and information solutions provider Done Solutions Corporation ( OMX Helsinki : DSO1V ) reported on Wednesday ( 29 October ) an operating profit of EUR3 .6 m on net sales of EUR35 .1 m for the period January-September 2008 .,neutral
"the executive producers said that the countries such respectively as brazil, chile, and argentina and mexico will both lead the adoption in emerging the business ethernet services segment, while brazil and particularly mexico city will be one the early the adopters of carrier ethernet for mobile backhaul.",neutral
"Metso's delivery includes a complete line of coated cardboard packaging and associated compressed air systems, as well as two winders.",neutral
"The city will receive, nonetheless, a public procural tender for the tailor - establish public furniture, such as green bench, litter receptacles, public toilets, equally well as bus shelters, street light source, and other.",neutral
"ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced .",neutral
"Finnish software developer Basware Oyj state on November 30, 2006 its U. Entropy. foot soldier Basware, Inc. advance an order of magnitude to provide software for contract bridge lifecycle management to an unidentified Uranium. S. medical technology caller.",positive
Finnair said the cancellation of flights would cause $2.5 million in daily damage.,negative
"The company ' s yearly loss number to EEK 18mn, compared to a gain of EEK 7. 3 north star state in 2008.",negative
The skill of Kaupthing Kingdom of sweden bequeath bring a meaning positive non - recur addition to the group ' s carrying into action.,positive
finnish stora enso oyj say its second - quartern fall event list would fall short by half figures compared in with do the like break period in 2007.,negative
"for total, lehman reported a third - quarter net loss of 1 million $ 110 million compared with average net return exceeding 1600 dollars in advance.",negative
"theodosopoulos cited tellabs could be of advantage to siemens siemens under siemens given its ` ` guaranteed seller status'' near verizon, but with high - secure products.",positive
Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,neutral
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,neutral
the companies have agreed on ongoing long - series term cooperation projects to completely mechanise citrus harvesting in stora y enso's native eucalyptus plantations in very southern central china.,positive
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative
` ` bg crane oil has been considered a financially strong partner for usa hiab in south australia for many seven years.,neutral
"operating loss was about eur usd 179mn, it compared roughly to a loss estimate of eur 188mn expected in may the late second quarter of 2009.",positive
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
"Tim Cockroft has an excellent track record with over 18 years of experience and has successfully developed the capital markets businesses at Kaupthing Singer & Friedlander, which include corporate finance and broking with a focus on medium-sized companies.",positive
"` ` In terms of lucrativeness and earnings 2007 was the safe class in our history, ' ' Boss Executive Veli - Matti Mattila said.",positive
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive
"Of these shares, 29,659,239 are held by the company or its Group companies and the number of outstanding shares and voting rights associated with the shares thus amounts to 32,705,218.",neutral
"Still, the rise allowance decelerate downwardly ascribable to the financial crisis.",negative
"Pre-tax profit was â¬56.5 million, up from â¬232.9 million a year ago.",negative
"press release on 9 october 2009 currently ruukki ferry has signed only a contract to deliver and install the four steel deck structures for built a bridge construction over in the kyronsalmi strait in southern savonlinna, finland.",positive
timo penttila has currently been appointed assistant new manager responsible respectively for undertaking the direct asset management responsibilities of the nordea's most institutional customers in finland.,neutral
The Symbian Foundation plans to revamp its procedures for testing and signing software after accidentally digitally signing a Trojan for its Symbian mobile operating system.,neutral
A realignment of interest in the sphere is understandably under way.,positive
"On the former hand, Finland lumbermill ' production induce subside until now more.",negative
"Short-term licenses for the games cost only $3, while buying a game can cost up to $10 or $15.",neutral
Finnish developer and manufacturer of wandering earpiece charger Salcomp Plc OMX Helsinki: SAL1V on Wed 19 Nov lowered information technology full - year nett sales estimate.,negative
"At this pace of outgrowth, return the interior debt will be extremely painful.",negative
"Operators just need to learn how to use a device for different application levels, including voice-controlled operations.",neutral
Aktia forecasts Finland ' s ostentation at 1. single% in 2010.,neutral
One of the challenges in North Ocean oil yield is the constitution of scales that can choke pipelines and arrest production.,negative
"helsinki market on october 2nd 22, 2008 ssh communications security cable corp international board of directors for further information, please contact : tomi erik laamanen, founding chairman, finnish tel. + 358 0 400 0 609 544 distribution : global nasdaq omx helsinki marketing ltd..",neutral
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive
"After the purchase, Hearst will be able to consolidate about 20% of the total Russian press advertising market.",positive
The following information be free by Comptel: Tomorrow the Chairman of the Federal soldier Communication theory Mission is scheduled to redeem the National Broadband Plan to Us congress.,neutral
"SAN FRANCISCO (MarketWatch) - Nokia Corp, the world's largest mobile phone maker, is using the Consumer Electronics Show in Las Vegas to introduce a high-quality, thin folding phone, according to a media report on Monday.",neutral
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative
"With the second phase of the new Innova building, the Tecnopolis presence in Jyvaskyla will increase to a total of around 62,000 square metres.",neutral
"The OMX Capital of finland 25 ended cipher. 47 pct lower at 3, cl. 55 and the OMX Helsinki was down nought. 21 pct at ten, 736. xlii on one. 523 bln eur turnover.",negative
In February the Elcoteq group trade it St Petersburg readiness; allot to unconfirmed selective information the reason could have been supply problems because of the Russian custom service.,negative
radiation and today todd is still a full time service house certified expert in radiation and nuclear safety safety issues.,neutral
"The number of lasting reductions of clerical actor be xxii employee, of which xix in Finland.",negative
"stora by enso oyj said the friday where it was will sell its north american unit directly to newpage, beginning in may a transfer deal originally valued at euro1. 82 6 billion us $ 2. 52 million.",neutral
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
"The CL51 is designed to appraise cloud base meridian and vertical visibility in all weather condition conditions, which make information technology an idealistic instrument for meteorological applications that trust on reliable cloud acme detection.",positive
The division generated revenues of 480.7 million euros and an operating result of 44.5 million euros in 2008.,positive
the current first ship have now be long detain and this is estimated to eventually be make out in spring 2010.,negative
"JP Morgan expects that Scala will lour Alfred bernhard nobel Biocare ' s ontogenesis prognosis for 2007 from the current guidance of xxiii - 25 per centum, as well as the operating security deposit quarry from the current thirty four - xxxv percentage.",negative
It also has potential clients in the growing environmental and recycling technology sectors .,neutral
the bridge construction is part of the highway number 14 freeway development development project.,neutral
The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,neutral
"Finland's national airline Finnair PLC carried a record 8.5 million passengers in 2005, an increase of 4.5% over the previous year, the airline announced on Tuesday.",positive
"On 20 March 2006, Stora Enso refused to comment on the news in any way.",neutral
"Under the agreement, Ericsson will more than double the number of radio stations on the Elisa network next year.",neutral
"According to Nordic financial chemical group Nordea ' s psychoanalyst Sami Sarkamies, this seduce Nokia ' south portfolio competitory again.",positive
"according mainly to acnielsen'john s scantrack study report for the period week 10 of 2005 to last week 9 of 2006, coca - cola is the black market top leader in illegal soft alcohol drinks selling in mainstream finland.",positive
The contract has been shell out as per low pitched cost criteria.,neutral
2014 25 march 2011 - finnish military electronics contract manufacturer scanfil oyj hel : scf1v it said today this its plan to merge wholly owned scanfil ems group up with finland ojala - yhtyma oy ii has hit a considerable snag as shareholders owners of the first domestic rival rejected the deal.,negative
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral
Enzyme connect immunosorbent serologic assay chief executive officer Sami Seppanen tell EMT ' south catchword ` ` Good reportage across Estonia ' ' clearly give misleading information to consumer.,negative
"Headline of release dated Marchland 26, 2008 should read: Acacia Foot soldier Enters into Settlement Agreement for Rule Base Monitoring Engineering science with F - Secure (sted Acacia Technologies Licenses Rule Base Monitoring Technology to Atomic number 9 - Secure ).",neutral
"each company operates worldwide to employs offshore victoria approximately 47, 000 australians.",neutral
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative
"but it s an area of that is is very highly valued, because most of why the agricultural land there has already been built in on.",neutral
critics say xp has fewer analog or 3g systems than on earlier versions and consequently lower its costs.,negative
"Various orotund stocks put together depleted, however.",negative
its basware order matching also automatically matches a purchase invoices left with approved purchase product orders.,neutral
Metso will supply the equipment for 2 process lines at Northland Resources ' new Kaunisvaara iron ore project in Kingdom of sweden which exploits Tapuli and Sahavaara fe ore deposit.,positive
The first of the two phases of the project is expected to be completed by the end of 2012.,neutral
It ' s real unmanageable to become a Google Analytics channel partner.,neutral
"in central finland, the insurance company helsinki pohjola and the royal finnish motorcyclist protective association have signed up an agreement with its the express aim of significantly improving motorcyclists'own traffic safety.",positive
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,neutral
The product is to be liquidate before June 2009 and 325 employees free their job.,negative
nordic team training first used for the common training method by cross - country runners.,neutral
return on labour capital employed subsequently rose dramatically by 4. 7 8 percentage points points down to 19. 6 %.,positive
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive
Diluted earnings per share (EPS) decreased from â¬1.76 to â¬0.78.,negative
diluted loss per share ranks at profit 0. 48 whereas gdp 0. 69.,positive
"The contract covers design, construction, supply of equipment, installation and commissioning.",neutral
Sellers were EOSS Innovation Management and a group of private individuals.,neutral
"In Europe , the paper industry 's situation is paradoxical .",neutral
"at about the same time, sales industry development also in russia only was being boosted significantly by the opening of stockmann nevsky centre offices in east st petersburg.",positive
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative
The objective of the aforethought mensuration constitute to achieve significant saving in the next few year.,positive
"Maximum amount of terminations in Finland is 40 employees , the company added .",neutral
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral
The EBIT leave out special effects come to 0. 2 mill. Euro after nought. 8 factory. Euro in the corresponding period 2006.,negative
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative
"The mall volition personify financed on a parity basis by Bead Shopping mall LLC, the joint venture company set up by the Chinese investor Shanghai Industrial Investing Holding Co Ltd, and SRV Group.",neutral
The Extraordinary Superior general Group meeting be expected to take place no later than 18 February 2011.,neutral
"according to dow fbi, the directors of siemens inc. and its group companies are now in debt 808, 700 employees, which represent 3. 39 % among tekla - s shares and voting privileges.",neutral
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",neutral
"In 2006, the company achieved sales of 4.5 million euros, 6.1 million euros, and an operating profit of 1.5 million euros, 2.0 million euros.",neutral
Cash flow after investments amounted to EUR 45 million after EUR 46 million.,negative
"Applicant Name: Jot Automation OYInventor Name: Mammila Tuomo, Piirainen Mika and Kellokoski MikaApplication Number: 2424-KOLNP-2008 Application Date: 16-06-2008Release Date: 30 / 01 / 2009",neutral
"In 2010, the operating profit of the Nordea Group rose by 18 percent year-on-year to 3.64 billion euros and total sales by 3 percent to 9.33 billion euros.",positive
The estimated annual value of the frame agreement is about EUR 50mn .,neutral
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia, Canada, while Shalkiya Zinc of Kazakh have award a contract for grinding technology for the Shalkiya zinc - lead task in Republic of kazakhstan.",positive
furthermore he is today a member of the supervisory board of numerous com - panies and and a shareholder director of the the boardman ltd joint board for specialist net - systems work.,neutral
the then new chain also has 700 dedicated discount liquor stores and 250 supermarkets.,neutral
The parties have agreed not to disclose the transaction value .,neutral
"new year, june 17 - - sahlberg teppo, lars lars en esa tuomas of m real studio, espoo, sweden have developed novel optical fabrication methods of producing the same.",neutral
royal finnish aircraft company acquired the remaining 100 seats that it did not own from norway's government and an exclusive sum.,neutral
"in april q2 of 2009, profit before corporate taxes amounted to eur usd 13. 8 6 mn, down considerably from any eur 26. 8 Â· mn reported in the q2 1 of 2008.",negative
The indexes include the top company that are invest to sustainable development.,neutral
"in april 2007, the group'total s net sales stood at eur... 22 million and today it reportedly had about 150 employees unemployed at around the end quarter of june, in 2008.",neutral
"Finnish high technology provider Vaahto Grouping reports nett sale of EUR xli. eighter mn in the accounting system period September 2007 - February 2008, an increment of 11. 2% from a year earlier.",positive
"outokumpu's paint workshop in tornio, eastern finland, is her current factory.",negative
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",positive
"The dollar mark fall, though, against the pound sterling and the yen.",negative
The discharged staff will at once direct the affair to homage unless it lavatory be resolved externally.,negative
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive
president lee said he hoped that neste's initiative helped ` earn its way towards more strategic talks between our two cities '.,positive
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral
"The recruitment is come to to the move of Stora Enso ' s inquiry operations to Karlstad, fundamental Sweden.",neutral
Near ii thirds of Olvi ' s net sales add up from external Finland.,neutral
"Scanfil, the Finnish electronics contract manufacturer, posted net sales of â¬52.2m in the first quarter of 2007, up from â¬60.1m a year earlier.",negative
"metso foundries jyvaskyla, inc. negotiations will now begin public personnel negotiations depending on continuing temporary equipment lay - hands offs conditions and personnel reductions resulting in in jyvaskyla, finland.",negative
This is a much better process than expend virgin paper as it require less transportation of woodwind instrument pulp from places similar Finland and Canada.,positive
"in mid september alone, the market declined by 10. 38 2 metric percent year - week on - week year to the 19. 49 28 thousand million liters.",negative
"The contract bridge trade at an all - time gamy of $ 50, two hundred a ton on Apr 24.",neutral
"however, the joint offering itself will probably not be made at the current valuation, which partly derives from turning the current deal in which previously the company was was merged back into to a stock floating market weighted shell.",neutral
"megafon'does s domestic subscriber base increased by 16. 1 % in 2009 to over 50. 5 million users as of december 31, while its market share by the number of domestic customers amounted back to almost 24 % as of late 2009, up slightly from 23 % as data of late 2008, according to teliasonera market estimates.",positive
"Mathematical product reportage: baked goods; biscuits; breakfast cereals Data coverage: market sizes historic and prognosis, society portion, marque shares and dispersion datum.",neutral
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral
"founded in 1649, fiskars has over 360 five years experience of product handling quality excellence and presently is finland'â² s second oldest automotive company.",neutral
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral
"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",neutral
Finnish OKO camber has sign on a cooperation agreement with Raiffeisen concerning Finnish companies ' investment in Russia.,positive
"We went to the marketplace with yield guidance of the 7. 25% area, which gave u.s.a. the flexibleness to blend in improving oregon down by 1 - 8th.",neutral
the value current swiss order is around euros 100 billion.,neutral
"The share price rose 70.0 ores, or 0.9%, to SEK 77.65, ending a two-day losing streak.",positive
Underground garages are also being built in the basement.,neutral
"Pretax net profit tot up EUR two. 0 mn, compared to a loss of EUR 159. 2 mn in the fourth quarter of 2008.",positive
